"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","doJOZc","W4Efsd 7","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/JC+Auto+Body+Repair+INC/data=!4m7!3m6!1s0x880e2e7a5cf0a611:0x808cf1259d917e25!8m2!3d41.8096008!4d-87.6663665!16s%2Fg%2F1tcvz_qk!19sChIJEabwXHouDogRJX6RnSXxjIA?authuser=0&hl=en&rclk=1","JC Auto Body Repair INC","4.9","(79)","Auto body shop","·","·","4624 S Marshfield Ave","Open","· Closes 5 PM","(773) 523-1611","https://jcautobodyrepairinc.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They fixed a huge scratch on my door and it looks brand new.""","","",""
"https://www.google.com/maps/place/Preferred+Auto+Body/data=!4m7!3m6!1s0x880e2faf47eb64a7:0x1248b152bdce6d37!8m2!3d41.7680201!4d-87.6634947!16s%2Fg%2F1tl0xy9t!19sChIJp2TrR68vDogRN23OvVKxSBI?authuser=0&hl=en&rclk=1","Preferred Auto Body","4.4","(268)","Auto body shop","·","6915 S Ashland Ave","","Open","· Closes 4:30 PM","(773) 778-3160","http://www.preferredautobodychicago.weebly.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They provided excellent","","",""
"https://www.google.com/maps/place/River+North+Collision+Repair/data=!4m7!3m6!1s0x880fd35cf86a694f:0xd7525e31bb240cc3!8m2!3d41.910404!4d-87.6611174!16s%2Fg%2F11v5w150dm!19sChIJT2lq-FzTD4gRwwwkuzFeUtc?authuser=0&hl=en&rclk=1","River North Collision Repair","4.8","(51)","Auto body shop","·","·","1317 W North Ave","Open","· Closes 7 PM","(312) 403-6000","https://www.rivernorthcollisionrepair.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The car looks as good as new and they cleaned it inside and out.""","","",""
"https://www.google.com/maps/place/Perillo+Collision+Center/data=!4m7!3m6!1s0x880e2cd2a32cbc3b:0xb97f5bbf52dd7d82!8m2!3d41.894886!4d-87.6486816!16s%2Fg%2F1tdcgyyh!19sChIJO7wso9IsDogRgn3dUr9bf7k?authuser=0&hl=en&rclk=1","Perillo Collision Center","4.6","(171)","Auto body shop","·","·","681 N Green St","Open","· Closes 5 PM","(312) 291-7342","https://perillocollision.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The area they worked on (bumper) looks better than brand new.""","https://www.carwise.com/auto-body-shops/book-appointment/perillo-collision-center-chicago-il-60642/525819?hl=en-US&gei=78VvaaL_Oua-p84Pzuy6iAY&rwg_token=AFd1xnFXQMNoqx-IQDaXCNFq10A57G7ng82szCFIXh4NHvZ4obIiDHT-NkCUv6n7x1Pjh3c86ldZOXWkaqGARRGR44yTuSkvKQ%3D%3D","Book online",""
"https://www.google.com/maps/place/Crash+Champions+Collision+Repair+Milwaukee+Ave/data=!4m7!3m6!1s0x880fcdadb8db0481:0xc18bc24d560f4fbb!8m2!3d41.945322!4d-87.73351!16s%2Fg%2F1tpf7qsw!19sChIJgQTbuK3ND4gRu08PVk3Ci8E?authuser=0&hl=en&rclk=1","Crash Champions Collision Repair Milwaukee Ave","4.5","(355)","Auto body shop","·","·","3545 N Milwaukee Ave","Open","· Closes 5 PM","(773) 777-8900","https://crashchampions.com/locations/chicagodivision-il","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Knowledgeable efficient friendly staff ..car looked new !!""","","",""
"https://www.google.com/maps/place/Avondale+Collision+and+Repair/data=!4m7!3m6!1s0x880fcdadd179cf25:0x314a2f16488aef66!8m2!3d41.9447478!4d-87.7325822!16s%2Fg%2F11cky01yt0!19sChIJJc950a3ND4gRZu-KSBYvSjE?authuser=0&hl=en&rclk=1","Avondale Collision and Repair","4.8","(255)","Auto body shop","·","·","3501 N Milwaukee Ave","Open","· Closes 6 PM","(773) 647-1053","https://avondalecollision.durablesites.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The quality of the repair work is exceptional—my car looks brand new!""","","",""
"https://www.google.com/maps/place/Gerber+Collision+%26+Glass/data=!4m7!3m6!1s0x880e2cd4ea2baae5:0x694d80031b5cb78!8m2!3d41.8945547!4d-87.6547441!16s%2Fg%2F1wt3n_mp!19sChIJ5aor6tQsDogReMu1MQDYlAY?authuser=0&hl=en&rclk=1","Gerber Collision & Glass","4.4","(158)","Auto body shop","·","1060 W Huron St","","Open","· Closes 5 PM","(312) 491-0482","https://www.gerbercollision.com/locations/chicago-huron-st-il?utm_source=SEO_Local&utm_medium=SEO_Local_Snack_Pack&utm_campaign=IL&utm_content=ChicagoHuronSt","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Minor fender bender, but the new bumper and paint matched perfectly.""","https://www.carwise.com/auto-body-shops/book-appointment/gerber-collision-glass-chicago-huron-st-chicago-il-60642/462380?hl=en-US&gei=78VvaaL_Oua-p84Pzuy6iAY&rwg_token=AFd1xnGbo91wnXt5eJuB9cj9_dca1bbEsGSqEaIkyVoBB1oBAawAlItxe6pAYHIPj4OFyOU74YPsdVaD-gyP4B3YwLkDPfs3Zg%3D%3D","Book online",""
"https://www.google.com/maps/place/Fasttrak+Auto+Center/data=!4m7!3m6!1s0x880fcd6facc5fa61:0xd128b1742cd0c332!8m2!3d41.9241896!4d-87.709964!16s%2Fg%2F12m98w00b!19sChIJYfrFrG_ND4gRMsPQLHSxKNE?authuser=0&hl=en&rclk=1","Fasttrak Auto Center","4.7","(108)","Auto body shop","·","·","3263 W Fullerton Ave","Open","· Closes 2 AM","(773) 252-6363","https://www.unibody.com/fasttrak/fasttrak.html","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Certified mechanics, friendly atmosphere and reasonable price.""","","",""
"https://www.google.com/maps/place/Howard+Auto+Body+%26+Repair+Inc/data=!4m7!3m6!1s0x880fd03216a9f363:0x42541d38606bc09e!8m2!3d42.0192615!4d-87.6868528!16s%2Fg%2F1tqtygs2!19sChIJY_OpFjLQD4gRnsBrYDgdVEI?authuser=0&hl=en&rclk=1","Howard Auto Body & Repair Inc","4.7","(306)","Auto body shop","·","·","2255 W Howard St","Open","· Closes 6 PM","(773) 262-3550","http://www.howardautobody.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I picked my car like a brand new - clean and shiny.""","","",""
"https://www.google.com/maps/place/Dale%27s+Auto+Body+KC/data=!4m7!3m6!1s0x87c0f1625faf77b9:0x8ad183ab79ce889b!8m2!3d39.116852!4d-94.643612!16s%2Fg%2F1tdqh_g7!19sChIJuXevX2LxwIcRm4jOeauD0Yo?authuser=0&hl=en&rclk=1","Dale's Auto Body KC","4.9","(22)","Auto body shop","·","1310 State Ave","·","Open","· Closes 6 PM","(913) 371-6654","","","Directions","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Awesome I will always recommend dales","","",""
"https://www.google.com/maps/place/In+%26+Out+Auto+Repair+%26+Body+Shop+Inc/data=!4m7!3m6!1s0x880e316d535eb929:0xa25c22646ccf026a!8m2!3d41.7983744!4d-87.7471298!16s%2Fg%2F11hy9pb1km!19sChIJKbleU20xDogRagLPbGQiXKI?authuser=0&hl=en&rclk=1","In & Out Auto Repair & Body Shop Inc","4.8","(202)","Auto body shop","·","·","5500 S Archer Ave","Open","· Closes 6 PM","(773) 875-6606","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""My car looks brand new, and like the accident never happened.""","","",""
"https://www.google.com/maps/place/The+Collision+Barn/data=!4m7!3m6!1s0x880fce08938f7103:0x266bbc94c00f19f9!8m2!3d41.9795578!4d-87.7084451!16s%2Fg%2F11c605c9wb!19sChIJA3GPkwjOD4gR-RkPwJS8ayY?authuser=0&hl=en&rclk=1","The Collision Barn","5.0","(329)","Auto body shop","·","·","5401 N Kedzie Ave","Open","· Closes 6 PM","(773) 632-5655","https://thecollisionbarnchicago.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They did a beautiful job fixing my","","",""
"https://www.google.com/maps/place/Chicago+Body+Shop/data=!4m7!3m6!1s0x880e27d23a3e51c1:0x885014b8caf2f2ec!8m2!3d41.7513753!4d-87.5740312!16s%2Fg%2F11l0qlz131!19sChIJwVE-OtInDogR7PLyyrgUUIg?authuser=0&hl=en&rclk=1","Chicago Body Shop","5.0","(176)","Fitness center","·","·","2047 E 79th St","Open","· Closes 6 PM","(773) 355-8299","http://thechicagobodyshop.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Chicago","","",""
"https://www.google.com/maps/place/A-K+Auto+Mechanic+%26+Body+Shop/data=!4m7!3m6!1s0x880e2c5adaa6db2d:0xe05358b532c218c3!8m2!3d41.8467146!4d-87.6463357!16s%2Fg%2F1tg5cplh!19sChIJLdum2losDogRwxjCMrVYU-A?authuser=0&hl=en&rclk=1","A-K Auto Mechanic & Body Shop","4.1","(147)","Auto body shop","·","2515 S Halsted St","","Open","· Closes 6 PM","(312) 674-0995","http://akautomechanic.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Affordable, friendly service at less than half the cost of your dealer.""","","",""
"https://www.google.com/maps/place/Lincoln+Wilson+Collision/data=!4m7!3m6!1s0x880fd1fae5a54cbd:0x7f48558f2e6e3834!8m2!3d41.9840466!4d-87.6896574!16s%2Fg%2F11c5zsczkf!19sChIJvUyl5frRD4gRNDhuLo9VSH8?authuser=0&hl=en&rclk=1","Lincoln Wilson Collision","4.9","(136)","Auto body shop","·","·","5628 N Western Ave","Open","· Closes 5 PM","(773) 599-4038","http://lwcollision.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They had my car fixed in a timely manner and it’s looking brand new!""","","",""
"https://www.google.com/maps/place/Body+Works+on+Grand,+Inc./data=!4m7!3m6!1s0x880fcb611140bdb9:0xd2e9966e4a65ab1e!8m2!3d41.9214108!4d-87.7795122!16s%2Fg%2F1tfm77p0!19sChIJub1AEWHLD4gRHqtlSm6W6dI?authuser=0&hl=en&rclk=1","Body Works on Grand, Inc.","4.5","(85)","Auto body shop","·","6134 W Grand Ave","","Open","· Closes 5 PM","(773) 745-1993","https://www.bodyworksongrand.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent customer service and excellent","","",""
"https://www.google.com/maps/place/CARSTAR+Grand+Avenue/data=!4m7!3m6!1s0x880fccdc88480f73:0x183f888ccf575d2a!8m2!3d41.9130882!4d-87.7444594!16s%2Fg%2F1vs5x9wx!19sChIJcw9IiNzMD4gRKl1Xz4yIPxg?authuser=0&hl=en&rclk=1","CARSTAR Grand Avenue","4.9","(421)","Auto body shop","·","·","4723 W Grand Ave","Open","· Closes 5:30 PM","(773) 486-2131","https://www.carstar.com/locations/il/chicago-15143/","","Website","","Directions","","Destination for collision repair","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The work done on my car was impeccable—everything looks as good as new!""","","",""
"https://www.google.com/maps/place/Phil%27s+Auto+Body/data=!4m7!3m6!1s0x880e2c4a59b5714d:0x5e688dd3db23d10b!8m2!3d41.8305322!4d-87.6474838!16s%2Fg%2F1tr9n_nv!19sChIJTXG1WUosDogRC9Ej29ONaF4?authuser=0&hl=en&rclk=1","Phil's Auto Body","4.8","(98)","Auto body shop","·","833 W 35th St","·","Closed","· Opens 3 PM","(773) 847-7156","","","Directions","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They took my car in only 12 hours after that deer wrecked my front end.""","","",""
"https://www.google.com/maps/place/Diamond+Collision+Repair/data=!4m7!3m6!1s0x880fcbb421ed168d:0xac5ed4bd13f2120a!8m2!3d41.9072662!4d-87.7438897!16s%2Fg%2F11fr15rk6n!19sChIJjRbtIbTLD4gRChLyE73UXqw?authuser=0&hl=en&rclk=1","Diamond Collision Repair","4.7","(251)","Auto body shop","·","·","1440 N Kilpatrick Ave","Open","· Closes 4 PM","(773) 417-4165","https://www.diamondcollisionrepair.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They did the work on my car very excellent and good customer service.""","","",""
"https://www.google.com/maps/place/Metro+Auto+Body+Group/data=!4m7!3m6!1s0x880e2db7e6de13a5:0x5657cd018cf83333!8m2!3d41.8366391!4d-87.6669453!16s%2Fg%2F1tdb08dh!19sChIJpRPe5rctDogRMzP4jAHNV1Y?authuser=0&hl=en&rclk=1","Metro Auto Body Group","4.8","(97)","Auto repair shop","·","·","3147 S Archer Ave","Open","· Closes 6 PM","(773) 376-5800","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Friendly, honest, and punctual service with very reasonable prices.""","","",""
"https://www.google.com/maps/place/King+Auto+Repair+%26+Body+Shop/data=!4m7!3m6!1s0x880e2d47b78a3fa3:0xc697abbf6f8e0285!8m2!3d41.8850043!4d-87.6798542!16s%2Fg%2F1td13vx3!19sChIJoz-Kt0ctDogRhQKOb7-rl8Y?authuser=0&hl=en&rclk=1","King Auto Repair & Body Shop","4.1","(89)","Auto body shop","·","·","2120 W Lake St","Open","· Closes 6 PM","(312) 666-6000","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very reasonable prices for repair.""","","",""
"https://www.google.com/maps/place/Carstar+Roe+Body+Shop/data=!4m7!3m6!1s0x87c0ee0af42f81d7:0xb45050d77faa6be1!8m2!3d39.0429311!4d-94.6403347!16s%2Fg%2F1tc_lnv9!19sChIJ14Ev9AruwIcR4Wuqf9dQULQ?authuser=0&hl=en&rclk=1","Carstar Roe Body Shop","4.8","(427)","Auto body shop","·","·","4715 Roe Pkwy","Open","· Closes 5 PM","(913) 722-2545","https://www.carstar.com/locations/ks/roeland-park-15429/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Got the car within a week and looks brand new with the paint.""","https://www.carwise.com/auto-body-shops/book-appointment/carstar-roe-body-shop-roeland-park-ks-66205/569355?hl=en-US&gei=98VvaZLuFNWvp84PhOqQ2QE&rwg_token=AFd1xnEEDBZXNDPtpwlHqFgmVyR3e2ySyWfl2j1DeFMLdLUb8_CHaldyOCZEyGYwmG-9AGRRhDwusl4AOlwvbmzO9xvggI8CVg%3D%3D","Book online",""
"https://www.google.com/maps/place/Oscar%27s+Auto+Body+and+Mechanical/data=!4m7!3m6!1s0x880fcdc7a2eed5a9:0x98262d44dd0179cb!8m2!3d41.9580611!4d-87.7250627!16s%2Fg%2F1tdgkvyy!19sChIJqdXuosfND4gRy3kB3UQtJpg?authuser=0&hl=en&rclk=1","Oscar's Auto Body and Mechanical","4.7","(182)","Auto body shop","·","4227 N Elston Ave","·","Open","· Closes 6 PM","(773) 539-5443","","","Directions","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The work they do is fast, efficient and they made my car look brand new.""","","",""
"https://www.google.com/maps/place/Maaco+Fleet+Solutions+Center/data=!4m7!3m6!1s0x880e2fcec5895b03:0x4eadbcdf4b2559a9!8m2!3d41.7706615!4d-87.6838133!16s%2Fg%2F1tkp0cfj!19sChIJA1uJxc4vDogRqVklS9-8rU4?authuser=0&hl=en&rclk=1","Maaco Fleet Solutions Center","4.5","(173)","Auto body shop","·","6740 S Western Ave","","Open","· Closes 5 PM","(773) 432-4453","https://www.maaco.com/locations/il/chicago-11657/?utm_source=google&utm_medium=organic&utm_campaign=gbp_website","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""He left my vehicle in excellent condition, he made my car look brand new.""","","",""
"https://www.google.com/maps/place/Maaco+Auto+Body+Shop+%26+Painting/data=!4m7!3m6!1s0x880e287b75e78801:0x11476d2425f3867e!8m2!3d41.7427249!4d-87.5730709!16s%2Fg%2F1tj223kn!19sChIJAYjndXsoDogRfobzJSRtRxE?authuser=0&hl=en&rclk=1","Maaco Auto Body Shop & Painting","4.6","(297)","Auto body shop","·","·","8383 S South Chicago Ave","Open","· Closes 5 PM","(872) 228-9408","https://www.maaco.com/locations/il/chicago-11356/?source=google?utm_source=google&utm_medium=organic&utm_campaign=gbp_website","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","","",""
"https://www.google.com/maps/place/Mas+Collision+Experts/data=!4m7!3m6!1s0x880e33f3c14ba9bf:0x1e85b77bd671fabe!8m2!3d41.9029419!4d-87.7297597!16s%2Fg%2F11ldm4h3f6!19sChIJv6lLwfMzDogRvvpx1nu3hR4?authuser=0&hl=en&rclk=1","Mas Collision Experts","5.0","(89)","Auto body shop","·","4118 W Division St","","Open","· Closes 5 PM","(773) 698-6146","https://mascollisionexperts.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Twice in a row they have done a magnificent job with","","",""
"https://www.google.com/maps/place/Crash+Champions+Collision+Repair+Belmont/data=!4m7!3m6!1s0x880fcc618c8d39af:0x59705195cf5387db!8m2!3d41.9389128!4d-87.7610752!16s%2Fg%2F11b6v0l_8h!19sChIJrzmNjGHMD4gR24dTz5VRcFk?authuser=0&hl=en&rclk=1","Crash Champions Collision Repair Belmont","4.5","(677)","Auto body shop","·","·","5350 W Belmont Ave","Open","· Closes 5 PM","(773) 794-1212","https://crashchampions.com/locations/crash-champions-belmont","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very good work done, very professional, and car looked brand new.""","https://www.carwise.com/auto-body-shops/book-appointment/crash-champions-0562-belmont-chicago-il-60641/603841?hl=en-US&gei=98VvaZLuFNWvp84PhOqQ2QE&rwg_token=AFd1xnETPAEpuZZVpQaGfsBDOZmh5JKuyAUVTaJWr4uW95qtVbe1hwV5oPyv_Q1nOUAGbGc6csJH_DW-X45DGQ9ADBNey3oWKQ%3D%3D","Book online",""
"https://www.google.com/maps/place/Crash+Champions+Collision+Repair+Wabash+Ave/data=!4m7!3m6!1s0x880e2c7d9713cecf:0x3ff547a2e9d7894a!8m2!3d41.8544983!4d-87.6250449!16s%2Fg%2F11hd1mgsph!19sChIJz84Tl30sDogRSonX6aJH9T8?authuser=0&hl=en&rclk=1","Crash Champions Collision Repair Wabash Ave","4.2","(127)","Auto body shop","·","·","2031 S Wabash Ave","Open","· Closes 5 PM","(312) 225-0666","https://crashchampions.com/locations/chicagodivision-il","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The service was very fast, and afterwards my car looked brand new.""","","",""
"https://www.google.com/maps/place/European+%26+US+Collision+Repair+Inc/data=!4m7!3m6!1s0x880fd34e8c93163b:0x18feff26fbab12b4!8m2!3d41.9564685!4d-87.6519339!16s%2Fg%2F1v29cml5!19sChIJOxaTjE7TD4gRtBKr-yb__hg?authuser=0&hl=en&rclk=1","European & US Collision Repair Inc","4.5","(206)","Auto body shop","·","·","4080 N Broadway","Open","· Closes 5:30 PM","(773) 248-1200","https://technicraftgroup.com/our-shops/european-us-collision-repair/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The car looked like brand new and they cleaned the inside & out.""","https://www.carwise.com/auto-body-shops/book-appointment/european-us-collision-repair-inc-chicago-il-60613/613751?hl=en-US&gei=_sVvaePILsS_p84PmeD2gQY&rwg_token=AFd1xnEY9IHcmH-n-tIA6BCTXvr2rrl4Wh-nSE6eMbrjtbRwA4ZHhZZ33vueFPMZvGJf2WIg9cmH7ecmOt9U_Dl6OPS0ocJrCA%3D%3D","Book online",""
"https://www.google.com/maps/place/S+%26+S+Auto+Body/data=!4m7!3m6!1s0x880e2e309fee022d:0x231a170afe3d200d!8m2!3d41.787144!4d-87.684237!16s%2Fg%2F1tg9j3zm!19sChIJLQLunzAuDogRDSA9_goXGiM?authuser=0&hl=en&rclk=1","S & S Auto Body","4.8","(11)","Auto body shop","·","·","5840 S Western Ave","Open","· Closes 4 PM","(773) 737-1884","http://sandsautobodychicago.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are very polite  and willing to help you out with reasonable  prices""","","",""
"https://www.google.com/maps/place/Kraftsmen+Auto+Body/data=!4m7!3m6!1s0x880fd263265a03b1:0x6883b72d18003d71!8m2!3d41.9389488!4d-87.686844!16s%2Fg%2F1tfbcrp9!19sChIJsQNaJmPSD4gRcT0AGC23g2g?authuser=0&hl=en&rclk=1","Kraftsmen Auto Body","4.9","(245)","Auto body shop","·","·","3149 N Clybourn Ave","Open","· Closes 5 PM","(773) 525-1907","https://www.kraftsmenautobody60618.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Their work took about a week and my car looked absolutely amazing, like new.""","","",""
"https://www.google.com/maps/place/Elar+Auto+Rebuilders+Inc/data=!4m7!3m6!1s0x880e2c5efb13b0a1:0x463071257eb8aad!8m2!3d41.8570954!4d-87.6416693!16s%2Fg%2F1tjwjb6p!19sChIJobAT-14sDogRrYrrVxIHYwQ?authuser=0&hl=en&rclk=1","Elar Auto Rebuilders Inc","4.6","(43)","Auto body shop","·","·","1846 S Canalport Ave","Open","· Closes 5 PM","(312) 226-6226","http://elarautorebuilders.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The service I received was above and beyond my car looks brand new.""","","",""
"https://www.google.com/maps/place/Attica+Auto+Body+Shop/data=!4m7!3m6!1s0x880fcdede8c54fcb:0x1f51b8e72f94b42e!8m2!3d41.9605382!4d-87.7083716!16s%2Fg%2F1ttq2q1q!19sChIJy0_F6O3ND4gRLrSUL-e4UR8?authuser=0&hl=en&rclk=1","Attica Auto Body Shop","4.7","(69)","Auto body shop","·","4340 N Kedzie Ave #1302","","Open","· Closes 5:30 PM","(773) 588-0730","http://www.atticaautobodyshop.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The turnaround time was quick and my car looks and feels brand new.""","","",""
"https://www.google.com/maps/place/North+Shore+Auto+Rebuilders+Inc/data=!4m7!3m6!1s0x880fd1a1cd1f2867:0x16efbfedeefd39c7!8m2!3d41.995813!4d-87.660771!16s%2Fg%2F1tk_pwg4!19sChIJZygfzaHRD4gRxzn97u2_7xY?authuser=0&hl=en&rclk=1","North Shore Auto Rebuilders Inc","4.9","(77)","Auto body shop","·","·","6240 N Broadway","Open","· Closes 5 PM","(773) 743-4385","http://northshoreautorebuilders.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fantastic","","",""
"https://www.google.com/maps/place/Jimmy+D%27s+Body+%26+Fender+Shop/data=!4m7!3m6!1s0x880e2de278166f3f:0x254f69a2a2adfd88!8m2!3d41.8172183!4d-87.6850304!16s%2Fg%2F1tl1p0km!19sChIJP28WeOItDogRiP2toqJpTyU?authuser=0&hl=en&rclk=1","Jimmy D's Body & Fender Shop","4.7","(52)","Auto body shop","·","·","4208 S Western Ave","Open","· Closes 5 PM","(773) 847-0426","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They always leave my car looking like brand new""","","",""
"https://www.google.com/maps/place/Lake+Side+Collision/data=!4m7!3m6!1s0x8811d871db8f71e7:0xe214c9210dd2b513!8m2!3d41.7077286!4d-87.5300274!16s%2Fg%2F1tlbv9vd!19sChIJ53GP23HYEYgRE7XSDSHJFOI?authuser=0&hl=en&rclk=1","Lake Side Collision","4.6","(105)","Auto body shop","·","10300 S Indianapolis Ave","","Open","· Closes 4 PM","(773) 221-9500","http://lscchicago.net/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The car looked brand new when I got it back.""","","",""
"https://www.google.com/maps/place/J+%26+C+Auto+Body+Inc/data=!4m7!3m6!1s0x880fcdbf075c3853:0x673a57977766259b!8m2!3d41.954482!4d-87.719747!16s%2Fg%2F1tpllb79!19sChIJUzhcB7_ND4gRmyVmd5dXOmc?authuser=0&hl=en&rclk=1","J & C Auto Body Inc","4.7","(38)","Auto repair shop","·","4023 N Elston Ave","","Open","· Closes 6 PM","(773) 267-7719","https://www.facebook.com/jandcautobody/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","","",""
"https://www.google.com/maps/place/Falcon+Auto+Body/data=!4m7!3m6!1s0x880e327a8228c10b:0x3eafefd64dc8fd2c!8m2!3d41.847288!4d-87.705454!16s%2Fg%2F1vfwdfvk!19sChIJC8EognoyDogRLP3ITdbvrz4?authuser=0&hl=en&rclk=1","Falcon Auto Body","4.2","(47)","Auto body shop","·","2430 S Kedzie Ave","·","Open","· Closes 5 PM","(773) 521-1790","","","Directions","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They did an excellent job, my car looks brand new.""","","",""
"https://www.google.com/maps/place/Car+Care+Body+Shop/data=!4m7!3m6!1s0x880fcd25847f657d:0xd45ffeb24334b0db!8m2!3d41.9077176!4d-87.7297647!16s%2Fg%2F1tflsm7v!19sChIJfWV_hCXND4gR27A0Q7L-X9Q?authuser=0&hl=en&rclk=1","Car Care Body Shop","3.9","(51)","Auto body shop","·","4122-30 W Grand Ave","","Open","· Closes 5 PM","(773) 235-4660","https://carcarebodyshop.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They treat you like family and make your car better than new!""","","",""
"https://www.google.com/maps/place/John%27s+Auto+Body+%26+Repair/data=!4m7!3m6!1s0x880fd1e51ec28af1:0xc619f591e0e2b0a4!8m2!3d41.987151!4d-87.689971!16s%2Fg%2F1tdkh7l1!19sChIJ8YrCHuXRD4gRpLDi4JH1GcY?authuser=0&hl=en&rclk=1","John's Auto Body & Repair","4.6","(67)","Auto body shop","·","·","5810 N Western Ave","Open","· Closes 5:30 PM","(773) 784-0303","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They offer much more reasonable price with a good car repair skill.""","","",""
"https://www.google.com/maps/place/Parkview+Auto+Repair+%26+Body+Shop/data=!4m7!3m6!1s0x880e2de24701476f:0x29cf56f3ff691779!8m2!3d41.8185693!4d-87.6836172!16s%2Fg%2F1tf7bpb5!19sChIJb0cBR-ItDogReRdp__NWzyk?authuser=0&hl=en&rclk=1","Parkview Auto Repair & Body Shop","4.3","(319)","Auto body shop","·","·","4139 S Western Blvd","Open","· Closes 6 PM","(773) 847-9627","https://www.parkviewautochicago.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Parkview found issues with my car and resolved the problem.""","","",""
